"i","User ID","Ensembl Gene ID","Symbol","Gene Type","Species","Chr","Position (Mbp)"
5585,"ENSG00000253721","ENSG00000253721","SUMO2P20","processed_pseudogene","Human","8",69.987415
5586,"ENSG00000253173","ENSG00000253173","H2AFZP2","processed_pseudogene","Human","8",70.103798
5587,"ENSG00000213003","ENSG00000213003","BTF3P12","processed_pseudogene","Human","8",70.273369
5588,"ENSG00000241204","ENSG00000241204","","processed_pseudogene","Human","8",70.424125
5589,"ENSG00000241105","ENSG00000241105","","processed_pseudogene","Human","8",70.506251
5590,"ENSG00000253124","ENSG00000253124","TRAPPC2P2","processed_pseudogene","Human","8",71.448811
5591,"ENSG00000241942","ENSG00000241942","RPS20P20","processed_pseudogene","Human","8",71.895991
5592,"ENSG00000212989","ENSG00000212989","","processed_pseudogene","Human","8",72.42962
5593,"ENSG00000253226","ENSG00000253226","HAUS1P3","processed_pseudogene","Human","8",72.618722
5594,"ENSG00000253564","ENSG00000253564","","processed_pseudogene","Human","8",73.215929
5595,"ENSG00000254213","ENSG00000254213","PRXL2AP2","processed_pseudogene","Human","8",73.277364
5596,"ENSG00000254273","ENSG00000254273","","processed_pseudogene","Human","8",73.511276
5597,"ENSG00000253383","ENSG00000253383","","processed_pseudogene","Human","8",73.590574
5598,"ENSG00000254105","ENSG00000254105","VENTXP6","processed_pseudogene","Human","8",73.651289
5599,"ENSG00000244295","ENSG00000244295","RPS20P21","processed_pseudogene","Human","8",73.982125
5600,"ENSG00000253833","ENSG00000253833","","processed_pseudogene","Human","8",73.984493
5601,"ENSG00000240047","ENSG00000240047","RPS3AP32","processed_pseudogene","Human","8",74.055882
5602,"ENSG00000253341","ENSG00000253341","","processed_pseudogene","Human","8",74.603244
5603,"ENSG00000253777","ENSG00000253777","","processed_pseudogene","Human","8",74.804287
5604,"ENSG00000253229","ENSG00000253229","HIGD1AP6","processed_pseudogene","Human","8",75.302296
5605,"ENSG00000254023","ENSG00000254023","PKMP4","processed_pseudogene","Human","8",75.376709
5606,"ENSG00000253952","ENSG00000253952","HIGD1AP18","processed_pseudogene","Human","8",77.013751
5607,"ENSG00000254352","ENSG00000254352","","processed_pseudogene","Human","8",78.723796
5608,"ENSG00000253919","ENSG00000253919","THAP12P7","processed_pseudogene","Human","8",78.760142
5609,"ENSG00000253391","ENSG00000253391","","processed_pseudogene","Human","8",79.520145
5610,"ENSG00000240540","ENSG00000240540","RPL3P9","processed_pseudogene","Human","8",79.571153
5611,"ENSG00000241746","ENSG00000241746","","processed_pseudogene","Human","8",80.265528
5612,"ENSG00000213791","ENSG00000213791","","processed_pseudogene","Human","8",80.300869
5613,"ENSG00000253237","ENSG00000253237","","processed_pseudogene","Human","8",80.351132
5614,"ENSG00000188856","ENSG00000188856","RPSAP47","processed_pseudogene","Human","8",80.55887
5615,"ENSG00000253760","ENSG00000253760","","processed_pseudogene","Human","8",80.56805
5616,"ENSG00000254181","ENSG00000254181","SLC25A51P3","processed_pseudogene","Human","8",80.594815
5617,"ENSG00000254331","ENSG00000254331","CKS1BP7","processed_pseudogene","Human","8",80.644939
5618,"ENSG00000253516","ENSG00000253516","HMGB1P41","processed_pseudogene","Human","8",80.812142
5619,"ENSG00000254014","ENSG00000254014","","processed_pseudogene","Human","8",81.244156
5620,"ENSG00000253677","ENSG00000253677","UBE2HP1","processed_pseudogene","Human","8",81.25487
5621,"ENSG00000237264","ENSG00000237264","FTH1P11","processed_pseudogene","Human","8",81.521682
5622,"ENSG00000254151","ENSG00000254151","NIPA2P4","processed_pseudogene","Human","8",81.61722
5623,"ENSG00000240427","ENSG00000240427","RPS26P34","processed_pseudogene","Human","8",81.627269
5624,"ENSG00000231942","ENSG00000231942","HNRNPA1P36","processed_pseudogene","Human","8",81.807772
5625,"ENSG00000206228","ENSG00000206228","HNRNPA1P4","processed_pseudogene","Human","8",82.291624
5626,"ENSG00000253581","ENSG00000253581","","processed_pseudogene","Human","8",82.979411
5627,"ENSG00000254189","ENSG00000254189","","processed_pseudogene","Human","8",83.099976
5628,"ENSG00000253423","ENSG00000253423","","processed_pseudogene","Human","8",83.200952
5629,"ENSG00000274116","ENSG00000274116","","processed_pseudogene","Human","8",83.293925
5630,"ENSG00000254195","ENSG00000254195","TPM3P3","processed_pseudogene","Human","8",84.162118
5631,"ENSG00000253137","ENSG00000253137","","processed_pseudogene","Human","8",84.678798
5632,"ENSG00000254212","ENSG00000254212","","processed_pseudogene","Human","8",84.864668
5633,"ENSG00000203413","ENSG00000203413","ACTBP6","processed_pseudogene","Human","8",84.948585
5634,"ENSG00000253655","ENSG00000253655","JCHAINP1","processed_pseudogene","Human","8",84.980073
5635,"ENSG00000253283","ENSG00000253283","","processed_pseudogene","Human","8",85.086615
5636,"ENSG00000253680","ENSG00000253680","","processed_pseudogene","Human","8",85.617344
5637,"ENSG00000270971","ENSG00000270971","REXO1L8P","processed_pseudogene","Human","8",85.642777
5638,"ENSG00000273567","ENSG00000273567","REXO1L3P","processed_pseudogene","Human","8",85.654684
5639,"ENSG00000276006","ENSG00000276006","REXO1L12P","processed_pseudogene","Human","8",85.714922
5640,"ENSG00000275928","ENSG00000275928","REXO1L11P","processed_pseudogene","Human","8",85.733419
5641,"ENSG00000276540","ENSG00000276540","REXO1L10P","processed_pseudogene","Human","8",85.744543
5642,"ENSG00000271381","ENSG00000271381","REXO1L9P","processed_pseudogene","Human","8",85.762909
5643,"ENSG00000276998","ENSG00000276998","REXO1L2P","processed_pseudogene","Human","8",85.775106
5644,"ENSG00000274343","ENSG00000274343","","processed_pseudogene","Human","8",85.790382
5645,"ENSG00000270416","ENSG00000270416","REXO1L4P","processed_pseudogene","Human","8",85.802574
5646,"ENSG00000277436","ENSG00000277436","REXO1L5P","processed_pseudogene","Human","8",85.814767
5647,"ENSG00000227753","ENSG00000227753","","processed_pseudogene","Human","8",86.016819
5648,"ENSG00000243761","ENSG00000243761","","processed_pseudogene","Human","8",86.043102
5649,"ENSG00000250569","ENSG00000250569","NTAN1P2","processed_pseudogene","Human","8",86.481754
5650,"ENSG00000254088","ENSG00000254088","SLC2A3P4","processed_pseudogene","Human","8",86.503591
5651,"ENSG00000253292","ENSG00000253292","MIOXP1","processed_pseudogene","Human","8",86.593755
5652,"ENSG00000205333","ENSG00000205333","GOLGA2P1","processed_pseudogene","Human","8",86.657388
5653,"ENSG00000233915","ENSG00000233915","UBE2Q2P10","processed_pseudogene","Human","8",86.660525
5654,"ENSG00000253568","ENSG00000253568","","processed_pseudogene","Human","8",86.776479
5655,"ENSG00000253401","ENSG00000253401","VTA1P2","processed_pseudogene","Human","8",87.575598
5656,"ENSG00000251563","ENSG00000251563","IARS2P1","processed_pseudogene","Human","8",87.598462
5657,"ENSG00000254376","ENSG00000254376","SOX5P1","processed_pseudogene","Human","8",87.788562
5658,"ENSG00000250962","ENSG00000250962","","processed_pseudogene","Human","8",88.48511
5659,"ENSG00000253621","ENSG00000253621","RPSAP74","processed_pseudogene","Human","8",89.243401
5660,"ENSG00000248231","ENSG00000248231","KRT8P4","processed_pseudogene","Human","8",89.412621
5661,"ENSG00000253349","ENSG00000253349","COX6B1P6","processed_pseudogene","Human","8",89.823548
5662,"ENSG00000254182","ENSG00000254182","","processed_pseudogene","Human","8",90.701082
5663,"ENSG00000253525","ENSG00000253525","","processed_pseudogene","Human","8",91.157285
5664,"ENSG00000271202","ENSG00000271202","PRR13P7","processed_pseudogene","Human","8",91.909738
5665,"ENSG00000229182","ENSG00000229182","MRPS16P1","processed_pseudogene","Human","8",91.917507
5666,"ENSG00000233778","ENSG00000233778","","processed_pseudogene","Human","8",92.144088
5667,"ENSG00000253118","ENSG00000253118","","processed_pseudogene","Human","8",92.351912
5668,"ENSG00000251347","ENSG00000251347","IRF5P1","processed_pseudogene","Human","8",92.972575
5669,"ENSG00000268080","ENSG00000268080","","processed_pseudogene","Human","8",93.229659
5670,"ENSG00000253781","ENSG00000253781","ZNF317P1","processed_pseudogene","Human","8",93.646066
5671,"ENSG00000254387","ENSG00000254387","MYL12AP1","processed_pseudogene","Human","8",93.849561
5672,"ENSG00000251234","ENSG00000251234","PSMA2P2","processed_pseudogene","Human","8",93.939364
5673,"ENSG00000240509","ENSG00000240509","RPL34P18","processed_pseudogene","Human","8",93.957338
5674,"ENSG00000249510","ENSG00000249510","","processed_pseudogene","Human","8",94.201913
5675,"ENSG00000244217","ENSG00000244217","RPS4XP10","processed_pseudogene","Human","8",94.352923
5676,"ENSG00000253175","ENSG00000253175","","processed_pseudogene","Human","8",94.565036
5677,"ENSG00000254190","ENSG00000254190","","processed_pseudogene","Human","8",94.590115
5678,"ENSG00000254283","ENSG00000254283","","processed_pseudogene","Human","8",94.594411
5679,"ENSG00000241003","ENSG00000241003","","processed_pseudogene","Human","8",94.688228
5680,"ENSG00000253429","ENSG00000253429","","processed_pseudogene","Human","8",94.708952
5681,"ENSG00000243979","ENSG00000243979","","processed_pseudogene","Human","8",94.891239
5682,"ENSG00000253528","ENSG00000253528","","processed_pseudogene","Human","8",94.974573
5683,"ENSG00000253945","ENSG00000253945","","processed_pseudogene","Human","8",95.403802
5684,"ENSG00000254079","ENSG00000254079","","processed_pseudogene","Human","8",95.947781
5685,"ENSG00000183663","ENSG00000183663","","processed_pseudogene","Human","8",96.068729
5686,"ENSG00000271349","ENSG00000271349","","processed_pseudogene","Human","8",96.126967
5687,"ENSG00000213750","ENSG00000213750","","processed_pseudogene","Human","8",97.624203
5688,"ENSG00000270682","ENSG00000270682","","processed_pseudogene","Human","8",97.78821
5689,"ENSG00000270861","ENSG00000270861","","processed_pseudogene","Human","8",97.853021
5690,"ENSG00000253639","ENSG00000253639","SUMO2P18","processed_pseudogene","Human","8",97.858049
5691,"ENSG00000243504","ENSG00000243504","RPS23P1","processed_pseudogene","Human","8",97.865054
5692,"ENSG00000253468","ENSG00000253468","","processed_pseudogene","Human","8",98.412882
5693,"ENSG00000254112","ENSG00000254112","","processed_pseudogene","Human","8",98.633547
5694,"ENSG00000240870","ENSG00000240870","RPL19P14","processed_pseudogene","Human","8",98.782055
5695,"ENSG00000253415","ENSG00000253415","","processed_pseudogene","Human","8",98.904603
5696,"ENSG00000254312","ENSG00000254312","MRPL57P7","processed_pseudogene","Human","8",98.90626
5697,"ENSG00000253180","ENSG00000253180","","processed_pseudogene","Human","8",99.003407
5698,"ENSG00000236583","ENSG00000236583","","processed_pseudogene","Human","8",99.233048
5699,"ENSG00000237704","ENSG00000237704","","processed_pseudogene","Human","8",99.340305
5700,"ENSG00000225017","ENSG00000225017","","processed_pseudogene","Human","8",99.346052
5701,"ENSG00000235683","ENSG00000235683","","processed_pseudogene","Human","8",99.695957
5702,"ENSG00000253912","ENSG00000253912","","processed_pseudogene","Human","8",99.804159
5703,"ENSG00000253299","ENSG00000253299","","processed_pseudogene","Human","8",100.165226
5704,"ENSG00000251013","ENSG00000251013","GAPDHP62","processed_pseudogene","Human","8",100.550724
5705,"ENSG00000242399","ENSG00000242399","RPS20P23","processed_pseudogene","Human","8",100.776512
5706,"ENSG00000212994","ENSG00000212994","RPS26P6","processed_pseudogene","Human","8",100.895771
5707,"ENSG00000253942","ENSG00000253942","","processed_pseudogene","Human","8",101.223941
5708,"ENSG00000271560","ENSG00000271560","","processed_pseudogene","Human","8",101.337496
5709,"ENSG00000253991","ENSG00000253991","","processed_pseudogene","Human","8",101.528723
5710,"ENSG00000253153","ENSG00000253153","","processed_pseudogene","Human","8",101.562008
5711,"ENSG00000282989","ENSG00000282989","","processed_pseudogene","Human","8",101.87183
5712,"ENSG00000254492","ENSG00000254492","","processed_pseudogene","Human","8",102.15455
5713,"ENSG00000253923","ENSG00000253923","","processed_pseudogene","Human","8",102.417979
5714,"ENSG00000271612","ENSG00000271612","HSPE1P14","processed_pseudogene","Human","8",102.451763
5715,"ENSG00000240724","ENSG00000240724","RPS12P15","processed_pseudogene","Human","8",102.503753
5716,"ENSG00000253382","ENSG00000253382","POU5F1P2","processed_pseudogene","Human","8",102.621509
5717,"ENSG00000250684","ENSG00000250684","ADI1P2","processed_pseudogene","Human","8",102.688317
5718,"ENSG00000244052","ENSG00000244052","RPL5P24","processed_pseudogene","Human","8",102.923371
5719,"ENSG00000253663","ENSG00000253663","NPM1P52","processed_pseudogene","Human","8",103.016744
5720,"ENSG00000253795","ENSG00000253795","MTND1P5","processed_pseudogene","Human","8",103.085651
5721,"ENSG00000253556","ENSG00000253556","MTCO1P4","processed_pseudogene","Human","8",103.088796
5722,"ENSG00000253977","ENSG00000253977","MTCO2P4","processed_pseudogene","Human","8",103.091263
5723,"ENSG00000255105","ENSG00000255105","PTMAP15","processed_pseudogene","Human","8",103.559099
5724,"ENSG00000254644","ENSG00000254644","","processed_pseudogene","Human","8",103.568603
5725,"ENSG00000239344","ENSG00000239344","","processed_pseudogene","Human","8",103.768281
5726,"ENSG00000253454","ENSG00000253454","NDUFA5P2","processed_pseudogene","Human","8",104.566086
5727,"ENSG00000243939","ENSG00000243939","","processed_pseudogene","Human","8",104.981164
5728,"ENSG00000253997","ENSG00000253997","","processed_pseudogene","Human","8",104.990308
5729,"ENSG00000240271","ENSG00000240271","","processed_pseudogene","Human","8",105.011107
5730,"ENSG00000253318","ENSG00000253318","TMCC1P1","processed_pseudogene","Human","8",105.19499
5731,"ENSG00000243171","ENSG00000243171","","processed_pseudogene","Human","8",105.28783
5732,"ENSG00000243601","ENSG00000243601","RPL12P24","processed_pseudogene","Human","8",105.73728
5733,"ENSG00000253676","ENSG00000253676","TAGLN2P1","processed_pseudogene","Human","8",106.697427
5734,"ENSG00000254146","ENSG00000254146","HMGB1P46","processed_pseudogene","Human","8",107.1732
5735,"ENSG00000248838","ENSG00000248838","PGAM1P13","processed_pseudogene","Human","8",107.647279
5736,"ENSG00000253228","ENSG00000253228","NRBF2P4","processed_pseudogene","Human","8",107.983116
5737,"ENSG00000230948","ENSG00000230948","","processed_pseudogene","Human","8",108.1311
5738,"ENSG00000243287","ENSG00000243287","RPS17P14","processed_pseudogene","Human","8",108.378831
5739,"ENSG00000253657","ENSG00000253657","","processed_pseudogene","Human","8",108.572643
5740,"ENSG00000253580","ENSG00000253580","TRMT10BP1","processed_pseudogene","Human","8",108.652373
5741,"ENSG00000254185","ENSG00000254185","MAPK6P5","processed_pseudogene","Human","8",109.470131
5742,"ENSG00000255099","ENSG00000255099","","processed_pseudogene","Human","8",109.777912
5743,"ENSG00000241385","ENSG00000241385","","processed_pseudogene","Human","8",109.899246
5744,"ENSG00000240590","ENSG00000240590","RPSAP48","processed_pseudogene","Human","8",110.105076
5745,"ENSG00000253107","ENSG00000253107","","processed_pseudogene","Human","8",110.555408
5746,"ENSG00000253994","ENSG00000253994","NDUFB9P3","processed_pseudogene","Human","8",110.809394
5747,"ENSG00000254241","ENSG00000254241","MTCO1P47","processed_pseudogene","Human","8",110.933263
5748,"ENSG00000254124","ENSG00000254124","EEF1A1P37","processed_pseudogene","Human","8",111.225585
5749,"ENSG00000255033","ENSG00000255033","SERPINA15P","processed_pseudogene","Human","8",111.380603
5750,"ENSG00000253156","ENSG00000253156","","processed_pseudogene","Human","8",111.621458
5751,"ENSG00000230169","ENSG00000230169","RPL30P16","processed_pseudogene","Human","8",112.538889
5752,"ENSG00000227514","ENSG00000227514","","processed_pseudogene","Human","8",113.376669
5753,"ENSG00000253499","ENSG00000253499","","processed_pseudogene","Human","8",114.3184
5754,"ENSG00000253756","ENSG00000253756","CARSP2","processed_pseudogene","Human","8",114.791653
5755,"ENSG00000253271","ENSG00000253271","","processed_pseudogene","Human","8",117.055818
5756,"ENSG00000242206","ENSG00000242206","RPS26P35","processed_pseudogene","Human","8",118.761856
5757,"ENSG00000254247","ENSG00000254247","","processed_pseudogene","Human","8",118.982579
5758,"ENSG00000254037","ENSG00000254037","","processed_pseudogene","Human","8",119.480279
5759,"ENSG00000253495","ENSG00000253495","CYCSP23","processed_pseudogene","Human","8",119.618162
5760,"ENSG00000250290","ENSG00000250290","NCAPGP1","processed_pseudogene","Human","8",120.635558
